Geografi,År,Kjønn,Alder,Utdanningsnivå,Måltall,value
Seljord,2015-2021,kjønn samlet,65 år,grunnskole,leveår,:
Seljord,2015-2021,kjønn samlet,65 år,videregående eller høyere,leveår,:
Seljord,2015-2021,kjønn samlet,65 år,videregående,leveår,:
Seljord,2015-2021,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Seljord,2015-2021,menn,ved fødsel,alle utdanningsnivåer,leveår,80.828682
Seljord,2015-2021,menn,ved fødsel,grunnskole,leveår,-
Seljord,2015-2021,menn,ved fødsel,videregående eller høyere,leveår,-
Seljord,2015-2021,menn,ved fødsel,videregående,leveår,-
Seljord,2015-2021,menn,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2015-2021,menn,30 år,alle utdanningsnivåer,leveår,80.828674
Seljord,2015-2021,menn,30 år,grunnskole,leveår,:
Seljord,2015-2021,menn,30 år,videregående eller høyere,leveår,:
Seljord,2015-2021,menn,30 år,videregående,leveår,:
Seljord,2015-2021,menn,30 år,universitet/ høgskole,leveår,:
Seljord,2015-2021,menn,65 år,alle utdanningsnivåer,leveår,84.539818
Seljord,2015-2021,menn,65 år,grunnskole,leveår,:
Seljord,2015-2021,menn,65 år,videregående eller høyere,leveår,:
Seljord,2015-2021,menn,65 år,videregående,leveår,:
Seljord,2015-2021,menn,65 år,universitet/ høgskole,leveår,:
Seljord,2015-2021,kvinner,ved fødsel,alle utdanningsnivåer,leveår,82.903694
Seljord,2015-2021,kvinner,ved fødsel,grunnskole,leveår,-
Seljord,2015-2021,kvinner,ved fødsel,videregående eller høyere,leveår,-
Seljord,2015-2021,kvinner,ved fødsel,videregående,leveår,-
Seljord,2015-2021,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2015-2021,kvinner,30 år,alle utdanningsnivåer,leveår,83.986084
Seljord,2015-2021,kvinner,30 år,grunnskole,leveår,:
Seljord,2015-2021,kvinner,30 år,videregående eller høyere,leveår,:
Seljord,2015-2021,kvinner,30 år,videregående,leveår,:
Seljord,2015-2021,kvinner,30 år,universitet/ høgskole,leveår,:
Seljord,2015-2021,kvinner,65 år,alle utdanningsnivåer,leveår,85.71788
Seljord,2015-2021,kvinner,65 år,grunnskole,leveår,:
Seljord,2015-2021,kvinner,65 år,videregående eller høyere,leveår,:
Seljord,2015-2021,kvinner,65 år,videregående,leveår,:
Seljord,2015-2021,kvinner,65 år,universitet/ høgskole,leveår,:
Seljord,2016-2022,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.955414
Seljord,2016-2022,kjønn samlet,ved fødsel,grunnskole,leveår,-
Seljord,2016-2022,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Seljord,2016-2022,kjønn samlet,ved fødsel,videregående,leveår,-
Seljord,2016-2022,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2016-2022,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.49913
Seljord,2016-2022,kjønn samlet,30 år,grunnskole,leveår,:
Seljord,2016-2022,kjønn samlet,30 år,videregående eller høyere,leveår,:
Seljord,2016-2022,kjønn samlet,30 år,videregående,leveår,:
Seljord,2016-2022,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Seljord,2016-2022,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.178543
Seljord,2016-2022,kjønn samlet,65 år,grunnskole,leveår,:
Seljord,2016-2022,kjønn samlet,65 år,videregående eller høyere,leveår,:
Seljord,2016-2022,kjønn samlet,65 år,videregående,leveår,:
Seljord,2016-2022,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Seljord,2016-2022,menn,ved fødsel,alle utdanningsnivåer,leveår,80.804001
Seljord,2016-2022,menn,ved fødsel,grunnskole,leveår,-
Seljord,2016-2022,menn,ved fødsel,videregående eller høyere,leveår,-
Seljord,2016-2022,menn,ved fødsel,videregående,leveår,-
Seljord,2016-2022,menn,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2016-2022,menn,30 år,alle utdanningsnivåer,leveår,80.804001
Seljord,2016-2022,menn,30 år,grunnskole,leveår,:
Seljord,2016-2022,menn,30 år,videregående eller høyere,leveår,:
Seljord,2016-2022,menn,30 år,videregående,leveår,:
Seljord,2016-2022,menn,30 år,universitet/ høgskole,leveår,:
Seljord,2016-2022,menn,65 år,alle utdanningsnivåer,leveår,84.18277
Seljord,2016-2022,menn,65 år,grunnskole,leveår,:
Seljord,2016-2022,menn,65 år,videregående eller høyere,leveår,:
Seljord,2016-2022,menn,65 år,videregående,leveår,:
Seljord,2016-2022,menn,65 år,universitet/ høgskole,leveår,:
Seljord,2016-2022,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.106834
Seljord,2016-2022,kvinner,ved fødsel,grunnskole,leveår,-
Seljord,2016-2022,kvinner,ved fødsel,videregående eller høyere,leveår,-
Seljord,2016-2022,kvinner,ved fødsel,videregående,leveår,-
Seljord,2016-2022,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2016-2022,kvinner,30 år,alle utdanningsnivåer,leveår,84.194252
Seljord,2016-2022,kvinner,30 år,grunnskole,leveår,:
Seljord,2016-2022,kvinner,30 år,videregående eller høyere,leveår,:
Seljord,2016-2022,kvinner,30 år,videregående,leveår,:
Seljord,2016-2022,kvinner,30 år,universitet/ høgskole,leveår,:
Seljord,2016-2022,kvinner,65 år,alle utdanningsnivåer,leveår,86.174316
Seljord,2016-2022,kvinner,65 år,grunnskole,leveår,:
Seljord,2016-2022,kvinner,65 år,videregående eller høyere,leveår,:
Seljord,2016-2022,kvinner,65 år,videregående,leveår,:
Seljord,2016-2022,kvinner,65 år,universitet/ høgskole,leveår,:
Seljord,2017-2023,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,82.007446
Seljord,2017-2023,kjønn samlet,ved fødsel,grunnskole,leveår,-
Seljord,2017-2023,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Seljord,2017-2023,kjønn samlet,ved fødsel,videregående,leveår,-
Seljord,2017-2023,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2017-2023,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.550415
Seljord,2017-2023,kjønn samlet,30 år,grunnskole,leveår,:
Seljord,2017-2023,kjønn samlet,30 år,videregående eller høyere,leveår,:
Seljord,2017-2023,kjønn samlet,30 år,videregående,leveår,:
Seljord,2017-2023,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Seljord,2017-2023,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.210739
Seljord,2017-2023,kjønn samlet,65 år,grunnskole,leveår,:
Seljord,2017-2023,kjønn samlet,65 år,videregående eller høyere,leveår,:
Seljord,2017-2023,kjønn samlet,65 år,videregående,leveår,:
Seljord,2017-2023,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Seljord,2017-2023,menn,ved fødsel,alle utdanningsnivåer,leveår,80.295677
Seljord,2017-2023,menn,ved fødsel,grunnskole,leveår,-
Seljord,2017-2023,menn,ved fødsel,videregående eller høyere,leveår,-
Seljord,2017-2023,menn,ved fødsel,videregående,leveår,-
Seljord,2017-2023,menn,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2017-2023,menn,30 år,alle utdanningsnivåer,leveår,80.295685
Seljord,2017-2023,menn,30 år,grunnskole,leveår,:
Seljord,2017-2023,menn,30 år,videregående eller høyere,leveår,:
Seljord,2017-2023,menn,30 år,videregående,leveår,:
Seljord,2017-2023,menn,30 år,universitet/ høgskole,leveår,:
Seljord,2017-2023,menn,65 år,alle utdanningsnivåer,leveår,83.952583
Seljord,2017-2023,menn,65 år,grunnskole,leveår,:
Seljord,2017-2023,menn,65 år,videregående eller høyere,leveår,:
Seljord,2017-2023,menn,65 år,videregående,leveår,:
Seljord,2017-2023,menn,65 år,universitet/ høgskole,leveår,:
Seljord,2017-2023,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.719208
Seljord,2017-2023,kvinner,ved fødsel,grunnskole,leveår,-
Seljord,2017-2023,kvinner,ved fødsel,videregående eller høyere,leveår,-
Seljord,2017-2023,kvinner,ved fødsel,videregående,leveår,-
Seljord,2017-2023,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2017-2023,kvinner,30 år,alle utdanningsnivåer,leveår,84.805145
Seljord,2017-2023,kvinner,30 år,grunnskole,leveår,:
Seljord,2017-2023,kvinner,30 år,videregående eller høyere,leveår,:
Seljord,2017-2023,kvinner,30 år,videregående,leveår,:
Seljord,2017-2023,kvinner,30 år,universitet/ høgskole,leveår,:
Seljord,2017-2023,kvinner,65 år,alle utdanningsnivåer,leveår,86.468887
Seljord,2017-2023,kvinner,65 år,grunnskole,leveår,:
Seljord,2017-2023,kvinner,65 år,videregående eller høyere,leveår,:
Seljord,2017-2023,kvinner,65 år,videregående,leveår,:
Seljord,2017-2023,kvinner,65 år,universitet/ høgskole,leveår,:
Seljord,2018-2024,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.882217
Seljord,2018-2024,kjønn samlet,ved fødsel,grunnskole,leveår,-
Seljord,2018-2024,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Seljord,2018-2024,kjønn samlet,ved fødsel,videregående,leveår,-
Seljord,2018-2024,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2018-2024,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.431007
Seljord,2018-2024,kjønn samlet,30 år,grunnskole,leveår,:
Seljord,2018-2024,kjønn samlet,30 år,videregående eller høyere,leveår,:
Seljord,2018-2024,kjønn samlet,30 år,videregående,leveår,:
Seljord,2018-2024,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Seljord,2018-2024,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.880196
Seljord,2018-2024,kjønn samlet,65 år,grunnskole,leveår,:
Seljord,2018-2024,kjønn samlet,65 år,videregående eller høyere,leveår,:
Seljord,2018-2024,kjønn samlet,65 år,videregående,leveår,:
Seljord,2018-2024,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Seljord,2018-2024,menn,ved fødsel,alle utdanningsnivåer,leveår,79.881096
Seljord,2018-2024,menn,ved fødsel,grunnskole,leveår,-
Seljord,2018-2024,menn,ved fødsel,videregående eller høyere,leveår,-
Seljord,2018-2024,menn,ved fødsel,videregående,leveår,-
Seljord,2018-2024,menn,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2018-2024,menn,30 år,alle utdanningsnivåer,leveår,79.881096
Seljord,2018-2024,menn,30 år,grunnskole,leveår,:
Seljord,2018-2024,menn,30 år,videregående eller høyere,leveår,:
Seljord,2018-2024,menn,30 år,videregående,leveår,:
Seljord,2018-2024,menn,30 år,universitet/ høgskole,leveår,:
Seljord,2018-2024,menn,65 år,alle utdanningsnivåer,leveår,83.509224
Seljord,2018-2024,menn,65 år,grunnskole,leveår,:
Seljord,2018-2024,menn,65 år,videregående eller høyere,leveår,:
Seljord,2018-2024,menn,65 år,videregående,leveår,:
Seljord,2018-2024,menn,65 år,universitet/ høgskole,leveår,:
Seljord,2018-2024,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.883331
Seljord,2018-2024,kvinner,ved fødsel,grunnskole,leveår,-
Seljord,2018-2024,kvinner,ved fødsel,videregående eller høyere,leveår,-
Seljord,2018-2024,kvinner,ved fødsel,videregående,leveår,-
Seljord,2018-2024,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Seljord,2018-2024,kvinner,30 år,alle utdanningsnivåer,leveår,84.980919
Seljord,2018-2024,kvinner,30 år,grunnskole,leveår,:
Seljord,2018-2024,kvinner,30 år,videregående eller høyere,leveår,:
Seljord,2018-2024,kvinner,30 år,videregående,leveår,:
Seljord,2018-2024,kvinner,30 år,universitet/ høgskole,leveår,:
Seljord,2018-2024,kvinner,65 år,alle utdanningsnivåer,leveår,86.251167
Seljord,2018-2024,kvinner,65 år,grunnskole,leveår,:
Seljord,2018-2024,kvinner,65 år,videregående eller høyere,leveår,:
Seljord,2018-2024,kvinner,65 år,videregående,leveår,:
Seljord,2018-2024,kvinner,65 år,universitet/ høgskole,leveår,:
Hjartdal,2009-2015,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,80.389069
Hjartdal,2009-2015,kjønn samlet,ved fødsel,grunnskole,leveår,-
Hjartdal,2009-2015,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2009-2015,kjønn samlet,ved fødsel,videregående,leveår,-
Hjartdal,2009-2015,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2009-2015,kjønn samlet,30 år,alle utdanningsnivåer,leveår,81.022362
Hjartdal,2009-2015,kjønn samlet,30 år,grunnskole,leveår,:
Hjartdal,2009-2015,kjønn samlet,30 år,videregående eller høyere,leveår,:
Hjartdal,2009-2015,kjønn samlet,30 år,videregående,leveår,:
Hjartdal,2009-2015,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Hjartdal,2009-2015,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.340561
Hjartdal,2009-2015,kjønn samlet,65 år,grunnskole,leveår,:
Hjartdal,2009-2015,kjønn samlet,65 år,videregående eller høyere,leveår,:
Hjartdal,2009-2015,kjønn samlet,65 år,videregående,leveår,:
Hjartdal,2009-2015,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Hjartdal,2009-2015,menn,ved fødsel,alle utdanningsnivåer,leveår,75.814003
Hjartdal,2009-2015,menn,ved fødsel,grunnskole,leveår,-
Hjartdal,2009-2015,menn,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2009-2015,menn,ved fødsel,videregående,leveår,-
Hjartdal,2009-2015,menn,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2009-2015,menn,30 år,alle utdanningsnivåer,leveår,77.080597
Hjartdal,2009-2015,menn,30 år,grunnskole,leveår,:
Hjartdal,2009-2015,menn,30 år,videregående eller høyere,leveår,:
Hjartdal,2009-2015,menn,30 år,videregående,leveår,:
Hjartdal,2009-2015,menn,30 år,universitet/ høgskole,leveår,:
Hjartdal,2009-2015,menn,65 år,alle utdanningsnivåer,leveår,82.303574
Hjartdal,2009-2015,menn,65 år,grunnskole,leveår,:
Hjartdal,2009-2015,menn,65 år,videregående eller høyere,leveår,:
Hjartdal,2009-2015,menn,65 år,videregående,leveår,:
Hjartdal,2009-2015,menn,65 år,universitet/ høgskole,leveår,:
Hjartdal,2009-2015,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.964127
Hjartdal,2009-2015,kvinner,ved fødsel,grunnskole,leveår,-
Hjartdal,2009-2015,kvinner,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2009-2015,kvinner,ved fødsel,videregående,leveår,-
Hjartdal,2009-2015,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2009-2015,kvinner,30 år,alle utdanningsnivåer,leveår,84.964127
Hjartdal,2009-2015,kvinner,30 år,grunnskole,leveår,:
Hjartdal,2009-2015,kvinner,30 år,videregående eller høyere,leveår,:
Hjartdal,2009-2015,kvinner,30 år,videregående,leveår,:
Hjartdal,2009-2015,kvinner,30 år,universitet/ høgskole,leveår,:
Hjartdal,2009-2015,kvinner,65 år,alle utdanningsnivåer,leveår,86.377556
Hjartdal,2009-2015,kvinner,65 år,grunnskole,leveår,:
Hjartdal,2009-2015,kvinner,65 år,videregående eller høyere,leveår,:
Hjartdal,2009-2015,kvinner,65 år,videregående,leveår,:
Hjartdal,2009-2015,kvinner,65 år,universitet/ høgskole,leveår,:
Hjartdal,2010-2016,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.168152
Hjartdal,2010-2016,kjønn samlet,ved fødsel,grunnskole,leveår,-
Hjartdal,2010-2016,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2010-2016,kjønn samlet,ved fødsel,videregående,leveår,-
Hjartdal,2010-2016,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2010-2016,kjønn samlet,30 år,alle utdanningsnivåer,leveår,81.168152
Hjartdal,2010-2016,kjønn samlet,30 år,grunnskole,leveår,:
Hjartdal,2010-2016,kjønn samlet,30 år,videregående eller høyere,leveår,:
Hjartdal,2010-2016,kjønn samlet,30 år,videregående,leveår,:
Hjartdal,2010-2016,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Hjartdal,2010-2016,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.323357
Hjartdal,2010-2016,kjønn samlet,65 år,grunnskole,leveår,:
Hjartdal,2010-2016,kjønn samlet,65 år,videregående eller høyere,leveår,:
Hjartdal,2010-2016,kjønn samlet,65 år,videregående,leveår,:
Hjartdal,2010-2016,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Hjartdal,2010-2016,menn,ved fødsel,alle utdanningsnivåer,leveår,77.470863
Hjartdal,2010-2016,menn,ved fødsel,grunnskole,leveår,-
Hjartdal,2010-2016,menn,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2010-2016,menn,ved fødsel,videregående,leveår,-
Hjartdal,2010-2016,menn,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2010-2016,menn,30 år,alle utdanningsnivåer,leveår,77.470856
Hjartdal,2010-2016,menn,30 år,grunnskole,leveår,:
Hjartdal,2010-2016,menn,30 år,videregående eller høyere,leveår,:
Hjartdal,2010-2016,menn,30 år,videregående,leveår,:
Hjartdal,2010-2016,menn,30 år,universitet/ høgskole,leveår,:
Hjartdal,2010-2016,menn,65 år,alle utdanningsnivåer,leveår,82.33831
Hjartdal,2010-2016,menn,65 år,grunnskole,leveår,:
Hjartdal,2010-2016,menn,65 år,videregående eller høyere,leveår,:
Hjartdal,2010-2016,menn,65 år,videregående,leveår,:
Hjartdal,2010-2016,menn,65 år,universitet/ høgskole,leveår,:
Hjartdal,2010-2016,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.86544
Hjartdal,2010-2016,kvinner,ved fødsel,grunnskole,leveår,-
Hjartdal,2010-2016,kvinner,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2010-2016,kvinner,ved fødsel,videregående,leveår,-
Hjartdal,2010-2016,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2010-2016,kvinner,30 år,alle utdanningsnivåer,leveår,84.86544
Hjartdal,2010-2016,kvinner,30 år,grunnskole,leveår,:
Hjartdal,2010-2016,kvinner,30 år,videregående eller høyere,leveår,:
Hjartdal,2010-2016,kvinner,30 år,videregående,leveår,:
Hjartdal,2010-2016,kvinner,30 år,universitet/ høgskole,leveår,:
Hjartdal,2010-2016,kvinner,65 år,alle utdanningsnivåer,leveår,86.308403
Hjartdal,2010-2016,kvinner,65 år,grunnskole,leveår,:
Hjartdal,2010-2016,kvinner,65 år,videregående eller høyere,leveår,:
Hjartdal,2010-2016,kvinner,65 år,videregående,leveår,:
Hjartdal,2010-2016,kvinner,65 år,universitet/ høgskole,leveår,:
Hjartdal,2011-2017,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,82.549072
Hjartdal,2011-2017,kjønn samlet,ved fødsel,grunnskole,leveår,-
Hjartdal,2011-2017,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2011-2017,kjønn samlet,ved fødsel,videregående,leveår,-
Hjartdal,2011-2017,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2011-2017,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.549072
Hjartdal,2011-2017,kjønn samlet,30 år,grunnskole,leveår,:
Hjartdal,2011-2017,kjønn samlet,30 år,videregående eller høyere,leveår,:
Hjartdal,2011-2017,kjønn samlet,30 år,videregående,leveår,:
Hjartdal,2011-2017,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Hjartdal,2011-2017,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.134392
Hjartdal,2011-2017,kjønn samlet,65 år,grunnskole,leveår,:
Hjartdal,2011-2017,kjønn samlet,65 år,videregående eller høyere,leveår,:
Hjartdal,2011-2017,kjønn samlet,65 år,videregående,leveår,:
Hjartdal,2011-2017,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Hjartdal,2011-2017,menn,ved fødsel,alle utdanningsnivåer,leveår,79.115067
Hjartdal,2011-2017,menn,ved fødsel,grunnskole,leveår,-
Hjartdal,2011-2017,menn,ved fødsel,videregående eller høyere,leveår,-
Hjartdal,2011-2017,menn,ved fødsel,videregående,leveår,-
Hjartdal,2011-2017,menn,ved fødsel,universitet/ høgskole,leveår,-
Hjartdal,2011-2017,menn,30 år,alle utdanningsnivåer,leveår,79.115067
Hjartdal,2011-2017,menn,30 år,grunnskole,leveår,:
Hjartdal,2011-2017,menn,30 år,videregående eller høyere,leveår,:
Hjartdal,2011-2017,menn,30 år,videregående,leveår,:
Hjartdal,2011-2017,menn,30 år,universitet/ høgskole,leveår,:
Hjartdal,2011-2017,menn,65 år,alle utdanningsnivåer,leveår,83.101501
