Geografi,År,Kjønn,Alder,Dødsårsak,Måltall,Antall,SortKjonn,SortAlder
Seljord,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",112.9,1,1
Seljord,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",108.9,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",954.8,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",293.5,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",196.8,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.9,1,1
Seljord,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",106.5,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",957.0,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",277.4,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",205.8,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",102.8,1,1
Seljord,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",112.9,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",966.5,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",274.0,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",188.0,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",112.0,1,1
Seljord,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",107.7,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",943.9,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",266.9,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",84.3,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",193.7,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",118.2,1,1
Seljord,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",102.2,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",866.5,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",370.0,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",199.2,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",51.3,1,1
Hjartdal,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",48.7,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",804.5,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",313.1,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",203.4,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",65.3,1,1
Hjartdal,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",38.7,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",789.4,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",267.4,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",225.4,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",69.5,1,1
Hjartdal,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",43.0,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",816.5,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",286.8,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",219.1,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",64.5,1,1
Hjartdal,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",47.2,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",877.8,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",315.9,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",232.2,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",68.9,1,1
Hjartdal,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",61.0,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",852.4,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",302.1,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",217.5,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",73.3,1,1
Hjartdal,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",60.7,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",834.5,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",280.4,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",216.3,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",68.4,1,1
Hjartdal,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.7,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",864.2,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",292.6,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",206.7,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",72.9,1,1
Hjartdal,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",74.4,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",857.4,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",287.3,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",193.0,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",72.8,1,1
Hjartdal,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",89.0,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",845.4,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",261.7,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",197.5,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",68.2,1,1
Hjartdal,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",89.7,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",824.1,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",267.6,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",192.4,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",58.9,1,1
Hjartdal,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",80.8,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",796.9,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",273.1,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",191.4,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Hjartdal,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",81.2,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",760.0,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",290.4,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",167.4,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Hjartdal,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",72.0,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",722.2,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",271.3,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",156.9,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",35.3,1,1
Hjartdal,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",72.4,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",682.1,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",242.9,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",141.9,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",30.5,1,1
Hjartdal,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.0,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",947.7,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",20.2,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",350.9,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",36.0,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",212.8,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",72.3,1,1
Tinn,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",62.2,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",916.7,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.6,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",326.7,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",43.2,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",213.5,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",78.8,1,1
Tinn,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",59.0,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",909.4,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.5,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",302.7,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.6,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",214.5,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",82.9,1,1
Tinn,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",62.3,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",911.8,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.4,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",290.6,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",53.1,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",223.7,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",94.8,1,1
Tinn,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.0,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",904.0,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.2,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",270.4,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",49.8,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",231.9,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",97.8,1,1
Tinn,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.7,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",885.5,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",13.9,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",269.7,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.2,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",220.4,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",91.6,1,1
Tinn,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.5,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",890.6,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",14.0,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",268.2,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.6,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",224.7,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",94.5,1,1
Tinn,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.8,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",883.2,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",11.8,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",259.0,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",49.7,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",227.7,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.0,1,1
Tinn,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.2,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",881.5,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",11.9,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",260.8,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",48.8,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",230.4,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",104.0,1,1
Tinn,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",47.9,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",893.5,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",10.8,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",272.4,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",47.8,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",234.3,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",104.0,1,1
Tinn,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",45.8,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",914.6,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",15.8,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",268.9,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.6,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",245.1,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",98.7,1,1
Tinn,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",45.2,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",899.1,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.2,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",275.1,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",39.5,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",233.2,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",94.5,1,1
Tinn,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",44.6,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",901.0,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",14.9,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",272.2,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",40.8,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",236.3,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",96.6,1,1
Tinn,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",44.0,1,1
